gnz-id,name,club,step,division,competition,round-type,day,v-total,v-d,v-rank,ub-total,ub-d,ub-rank,bb-total,bb-d,bb-rank,fx-total,fx-d,fx-rank,aa-score,aa-rank,date-created
248334,Jaylyn Tasker,Gymnastics Nelson,7,OVER,Affinity Gymnastics Academy Junior & Senior Challenge 2022,AA,1,11.666,3.200,1,9.566,2.100,2,10.100,3.400,2=,12.466,4.400,1,43.798,1,24 March 2022
125086,Emma Hoffman,Gymnastics Nelson,7,OVER,Affinity Gymnastics Academy Junior & Senior Challenge 2022,AA,1,10.200,1.600,3,10.133,2.400,1,10.866,3.600,1,12.166,3.800,2,43.365,2,24 March 2022
195043,Ashlee Reddecliffe,Gymnastics Nelson,7,OVER,Affinity Gymnastics Academy Junior & Senior Challenge 2022,AA,1,11.000,3.200,2,9.500,3.100,3,10.100,3.400,2=,11.433,4.300,3,42.033,3,24 March 2022
