gnz-id,name,club,step,division,competition,round-type,day,v-total,v-d,v-rank,ub-total,ub-d,ub-rank,bb-total,bb-d,bb-rank,fx-total,fx-d,fx-rank,aa-score,aa-rank,date-created
105424,Jemma Cronin,Eastern Suburbs,10,NONE,2022 Central Champs,AA,,11.700,3.200,2,10.050,2.100,3,10.950,4.100,1,11.100,3.700,1,43.800,1,31 May 2022
181640,Eva Duncan,CSG,10,NONE,2022 Central Champs,AA,,DNS,DNS,DNS,11.350,2.700,2,DNS,DNS,DNS,DNS,DNS,DNS,DNF,-,31 May 2022
174969,Olive Young,Hutt Valley,10,NONE,2022 Central Champs,AA,,12.150,3.400,1,12.500,4.400,1,DNS,DNS,DNS,DNS,DNS,DNS,DNF,-,31 May 2022
