gnz-id,name,club,step,division,competition,round-type,day,v-total,v-d,v-e,v-n,v-rank,ub-total,ub-d,ub-e,ub-n,ub-rank,bb-total,bb-d,bb-e,bb-n,bb-rank,fx-total,fx-d,fx-e,fx-n,fx-rank,aa-score,aa-rank,date-created
227303,Cate Young,Hamilton City Gymnastics,Step 9,NONE,2023 Auckland Manukau Championships,Day 1 - AA,,11.1,3.4,7.7,0,4,9.6,3.1,6.5,0,4,11.333,3.7,7.633,0,2,11.466,4.0,7.566,0.1,4,43.499,3,2023-05-27T03:40:17.666Z
266499,Harriet Vellenoweth,Hamilton City Gymnastics,Step 9,NONE,2023 Auckland Manukau Championships,Day 1 - AA,,12.266,3.2,9.066,0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,12.233,4.4,7.933,0.1,1,24.499,0,2023-05-27T03:18:42.950Z
542084,Sophie Farrell,NHG,Step 9,NONE,2023 Auckland Manukau Championships,Day 1 - AA,,11.866,3.4,8.466,0,2,10.033,3.5,6.533,0,3,10.266,3.3,6.966,0,5,10.366,3.7,6.666,0.0,6,42.531,4,2023-05-27T03:27:58.245Z
140613,Bobbi Brown,Tri Star Gymnastics,Step 9,NONE,2023 Auckland Manukau Championships,Day 1 - AA,,11.733,3.4,8.333,0,3,11.233,3.4,7.833,0,1,11.233,4.3,6.933,0,4,11.366,3.7,7.666,0.0,5,45.565,1,2023-05-27T03:37:11.890Z
541982,Hanna Smith,Tri Star Gymnastics,Step 9,NONE,2023 Auckland Manukau Championships,Day 1 - AA,,10.666,1.6,9.066,0,5,11.2,3.8,7.4,0,2,11.366,3.9,7.466,0,1,12.1,3.4,8.7,0.0,2,45.332,2,2023-05-27T03:33:27.353Z
215898,Sophie Jones,Twisters Gymnastics,Step 9,NONE,2023 Auckland Manukau Championships,Day 1 - AA,,9.133,2.0,7.133,0,6,7.866,2.5,5.366,0,5,11.266,3.4,7.866,0,3,11.5,3.5,8.0,0.0,3,39.765,5,2023-05-27T03:30:44.979Z
